seqname,tax_id
RMH14175.1_MAG__Sec-dependent_nitrous-oxide_reductase__Planctomycetota_bacterium_,cladeII
MCX9848505.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaeraceae_bacterium_,cladeII
HMQ14608.1_cupredoxin_domain-containing_protein__Phycisphaerae_bacterium_,cladeII
MXW7906332.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium__MCX2399088.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium__NXQ49355.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium_,cladeII
MXK9126616.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MXP7745824.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium_,cladeII
MCC6361501.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MXI5863264.1_Sec-dependent_nitrous-oxide_reductase__Planctomycetota_bacterium_,cladeII
TWT44577.1_Nitrous-oxide_reductase_precursor__Phycisphaerae_bacterium_RAS1_,cladeII
HXC42798.1_Sec-dependent_nitrous-oxide_reductase__Candidatus_Sulfotelmatobacter_sp._,cladeII
HWP39871.1_Sec-dependent_nitrous-oxide_reductase__Tepidisphaeraceae_bacterium_,cladeII
HQY87025.1_Sec-dependent_nitrous-oxide_reductase__Tepidisphaeraceae_bacterium_,cladeII
HTL28636.1_Sec-dependent_nitrous-oxide_reductase__Tepidisphaeraceae_bacterium_,cladeII
TRX79182.1_MAG__Sec-dependent_nitrous-oxide_reductase__Actinomycetota_bacterium_,cladeII
RLS96115.1_MAG__Sec-dependent_nitrous-oxide_reductase__Planctomycetota_bacterium_,cladeII
MXM4111797.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium_,cladeII
MCG3124916.1_Nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MCC6678735.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
CAG1000886.1_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
HVX63566.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
HMN41043.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MXL8999651.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium_,cladeII
MXM4107793.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium_,cladeII
MXK9189228.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MXL9031605.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium_,cladeII
MXL8746474.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium_,cladeII
MDX4831796.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium_,cladeII
MXL9147827.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium_,cladeII
HXW11485.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
HYE60751.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MXS0189073.1_Sec-dependent_nitrous-oxide_reductase__Planctomycetota_bacterium_,cladeII
MXS0196146.1_Sec-dependent_nitrous-oxide_reductase__Planctomycetota_bacterium_,cladeII
MDP1662791.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MXX3379114.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaeraceae_bacterium_,cladeII
MXL8885175.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MXN8598978.1_Sec-dependent_nitrous-oxide_reductase__Planctomycetota_bacterium_,cladeII
HEX2838723.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
GXQ28688.1_MAG__hypothetical_protein_HXSAPP03_05720__Phycisphaerae_bacterium_,cladeII
MXX3404060.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaeraceae_bacterium_,cladeII
QXX01841.1_MAG__Sec-dependent_nitrous-oxide_reductase__Phycisphaeraceae_bacterium_,cladeII
MXX3384825.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaeraceae_bacterium_,cladeII
MXX3408722.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaeraceae_bacterium_,cladeII
HNX59645.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
HLX39432.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MCC6230081.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
CAG0930527.1_partial_nitrous-oxide_reductase__partial__Planctomycetaceae_bacterium_,cladeII
MXL8761897.1_cupredoxin_domain-containing_protein__Phycisphaerae_bacterium_,cladeII
NXQ51894.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MCC6284041.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MXX3323322.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaeraceae_bacterium__MCW5763557.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaeraceae_bacterium_,cladeII
MXL8880542.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
HWQ27487.1_Sec-dependent_nitrous-oxide_reductase__Dehalococcoidia_bacterium_,cladeII
HXS29547.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MXS0191070.1_Sec-dependent_nitrous-oxide_reductase__Planctomycetota_bacterium_,cladeII
MXN8644636.1_Sec-dependent_nitrous-oxide_reductase__Planctomycetota_bacterium_,cladeII
MXX3315732.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaeraceae_bacterium__MCW5769664.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaeraceae_bacterium_,cladeII
QYK49302.1_MAG__Sec-dependent_nitrous-oxide_reductase__Phycisphaeraceae_bacterium_,cladeII
MXL0920496.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MXX3376442.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaeraceae_bacterium_,cladeII
MDX9910996.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MCC6950100.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MCE7973721.1_Sec-dependent_nitrous-oxide_reductase__Leptolyngbya_sp._PLA1_,cladeII
MXL8991383.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium_,cladeII
MCW5765479.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaeraceae_bacterium_,cladeII
MXL9120626.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium_,cladeII
MXL8963328.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium__MXX3391699.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaeraceae_bacterium_,cladeII
MXX3385034.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaeraceae_bacterium_,cladeII
MCC6659747.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MCC6320552.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
MXL8874637.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium_,cladeII
MXL8762745.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerae_bacterium_,cladeII
MCC6428273.1_Sec-dependent_nitrous-oxide_reductase__Phycisphaerales_bacterium_,cladeII
HSG82199.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
XCC71965.1_MAG__Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
XCC81584.1_MAG__Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
NIN73467.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium__NIX33288.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
HKK26549.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
MDP2528730.1_Sec-dependent_nitrous-oxide_reductase__Candidatus_Palauibacterales_bacterium__MDP2585224.1_Sec-dependent_nitrous-oxide_reductase__Candidatus_Palauibacterales_bacterium_,cladeII
MDP2481274.1_Sec-dependent_nitrous-oxide_reductase__Candidatus_Palauibacterales_bacterium_,cladeII
MDX1622983.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
MDX1660613.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
MDP2498204.1_Sec-dependent_nitrous-oxide_reductase__Candidatus_Palauibacterales_bacterium_,cladeII
MDP2497509.1_Sec-dependent_nitrous-oxide_reductase__Candidatus_Palauibacterales_bacterium_,cladeII
XCG75177.1_MAG__Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
MDX1577209.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
HKY60432.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
HET6342169.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
MDX1393430.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
NIP58404.1_cytochrome_C__Gemmatimonadota_bacterium__NIR78806.1_cytochrome_C__Gemmatimonadota_bacterium__NIT87440.1_cytochrome_C__Gemmatimonadota_bacterium__NIX31304.1_cytochrome_C__Gemmatimonadota_bacterium__NIX35999.1_cytochrome_C__Gemmatimonadota_bacte,cladeII
HSR43529.1_cupredoxin_domain-containing_protein__Longimicrobiales_bacterium_,cladeII
MDP2469246.1_Sec-dependent_nitrous-oxide_reductase__Candidatus_Palauibacterales_bacterium__MDP2482053.1_Sec-dependent_nitrous-oxide_reductase__Candidatus_Palauibacterales_bacterium_,cladeII
HWP39069.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadales_bacterium_,cladeII
MXI3982758.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
GIW52079.1_MAG__hypothetical_protein_KatS3mg081_1434__Gemmatimonadales_bacterium_,cladeII
MDH3496382.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
MDH5642733.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
XCF39540.1_MAG__Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
MDH3455673.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
XCF19948.1_MAG__Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
MCX0667891.1_Sec-dependent_nitrous-oxide_reductase__Myxococcota_bacterium_,cladeII
MEX2346914.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
CAG0953818.1_nitrous-oxide_reductase__Myxococcaceae_bacterium_,cladeII
HVP31691.1_Sec-dependent_nitrous-oxide_reductase__Myxococcota_bacterium_,cladeII
HLX14553.1_Sec-dependent_nitrous-oxide_reductase__Xurkholderiales_bacterium_,cladeII
MCK6526859.1_Sec-dependent_nitrous-oxide_reductase__Myxococcota_bacterium_,cladeII
MDP2313697.1_Sec-dependent_nitrous-oxide_reductase__Pseudomonadota_bacterium_,cladeII
MDP2305575.1_Sec-dependent_nitrous-oxide_reductase__Pseudomonadota_bacterium_,cladeII
MCK6528405.1_Sec-dependent_nitrous-oxide_reductase__Myxococcota_bacterium_,cladeII
GDX79065.1_hypothetical_protein_LXMAG42_08760__Deltaproteobacteria_bacterium_,cladeII
MDQ8155674.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
MDP2312895.1_Sec-dependent_nitrous-oxide_reductase__Pseudomonadota_bacterium_,cladeII
MXM4368085.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
HLV65117.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
HET7543792.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
HVW29628.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
HSQ67397.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
HYQ03067.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
MXI4953152.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
HKP62670.1_Sec-dependent_nitrous-oxide_reductase__Polyangiales_bacterium_,cladeII
HKX41364.1_Sec-dependent_nitrous-oxide_reductase__Polyangiales_bacterium_,cladeII
MCC6807481.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MXK7581541.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MCL4749418.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MCC6216312.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
MCK6537085.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
MCC6665096.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
MXI3204888.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MXI2391340.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MXI2394149.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MXS1150513.1_Nitrous-oxide_reductase__Myxococcaceae_bacterium_,cladeII
MXK7857826.1_Sec-dependent_nitrous-oxide_reductase__Archangiaceae_bacterium_,cladeII
MDP1825247.1_Sec-dependent_nitrous-oxide_reductase__Archangium_sp._,cladeII
MDP2272673.1_Sec-dependent_nitrous-oxide_reductase__Archangium_sp.__MDP3151319.1_Sec-dependent_nitrous-oxide_reductase__Archangium_sp.__MDP3571624.1_Sec-dependent_nitrous-oxide_reductase__Archangium_sp._,cladeII
PXR17693.1_MAG__Sec-dependent_nitrous-oxide_reductase__Archangium_gephyra_,cladeII
MCC6336144.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MXL8916752.1_Sec-dependent_nitrous-oxide_reductase__Archangium_sp._,cladeII
MXL9026995.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MCL2725185.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
MXK9260575.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
MCX0684094.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
MXK8214742.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MCC6646746.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
MXL8612353.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
HSX34170.1_Sec-dependent_nitrous-oxide_reductase__Labilithrix_sp._,cladeII
MXP9112375.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
HRG98186.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
MXK6462192.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
HQY64117.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
MCA9676677.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium__MCX9562975.1_Sec-dependent_nitrous-oxide_reductase__Kofleriaceae_bacterium__MCX9572363.1_Sec-dependent_nitrous-oxide_reductase__Kofleriaceae_bacterium_,cladeII
HKA90099.1_Sec-dependent_nitrous-oxide_reductase__Haliangiales_bacterium_,cladeII
HTM23195.1_Sec-dependent_nitrous-oxide_reductase__Kofleriaceae_bacterium_,cladeII
HTX47166.1_Sec-dependent_nitrous-oxide_reductase__Kofleriaceae_bacterium_,cladeII
MCE9576104.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
HXX65713.1_Sec-dependent_nitrous-oxide_reductase__Kofleriaceae_bacterium_,cladeII
HET7503262.1_Sec-dependent_nitrous-oxide_reductase__Kofleriaceae_bacterium_,cladeII
MEX2312262.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium__MEX2322057.1_Sec-dependent_nitrous-oxide_reductase__Sorangiineae_bacterium_,cladeII
MCX9735825.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MCX7681014.1_Sec-dependent_nitrous-oxide_reductase__Sandaracinaceae_bacterium_,cladeII
TAK31482.1_MAG__Sec-dependent_nitrous-oxide_reductase__Myxococcaceae_bacterium_,cladeII
MXK6533561.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MXK7069027.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MCA9531824.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MCC6552584.1_Sec-dependent_nitrous-oxide_reductase__Polyangiaceae_bacterium_,cladeII
MCX7682993.1_Sec-dependent_nitrous-oxide_reductase__Sandaracinaceae_bacterium_,cladeII
MXX5699974.1_Sec-dependent_nitrous-oxide_reductase__Terriglobia_bacterium_,cladeII
MCG6955250.1_Sec-dependent_nitrous-oxide_reductase__Gemmatimonadota_bacterium_,cladeII
HWX18230.1_Sec-dependent_nitrous-oxide_reductase__Vicinamibacterales_bacterium_,cladeII
HVT47170.1_Sec-dependent_nitrous-oxide_reductase__Vicinamibacterales_bacterium_,cladeII
MXW2280576.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium__MXW2414086.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MCL4686647.1_Sec-dependent_nitrous-oxide_reductase__Myxococcota_bacterium__MCX7619168.1_Sec-dependent_nitrous-oxide_reductase__Myxococcota_bacterium_,cladeII
MCX0219501.1_Sec-dependent_nitrous-oxide_reductase__Chrysiogenetes_bacterium_,cladeII
MXW2426947.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MXW2496692.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MXM4335297.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MDD9826862.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium__MDD9853137.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium__MDD9873636.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MDD9801239.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MCP5021974.1_Sec-dependent_nitrous-oxide_reductase__bacterium_,cladeII
MXC8406004.1_Sec-dependent_nitrous-oxide_reductase__Planctomycetota_bacterium_,cladeII
NQX48723.1_Sec-dependent_nitrous-oxide_reductase__Planctomycetota_bacterium_,cladeII
MCC6157019.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
HSP95828.1_Sec-dependent_nitrous-oxide_reductase__Candidatus_Dormibacteraeota_bacterium_,cladeII
MXX3025955.1_Sec-dependent_nitrous-oxide_reductase__bacterium_,cladeII
MCX1153958.1_Sec-dependent_nitrous-oxide_reductase__bacterium__MCX9476715.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MXX0272850.1_Sec-dependent_nitrous-oxide_reductase__bacterium_,cladeII
KAX2963280.1_MAG__Sec-dependent_nitrous-oxide_reductase__Thermoanaerobaculia_bacterium__MXX0103611.1_Sec-dependent_nitrous-oxide_reductase__Thermoanaerobaculia_bacterium_,cladeII
KAX2958327.1_MAG__Sec-dependent_nitrous-oxide_reductase__Thermoanaerobaculia_bacterium_,cladeII
MXP9144712.1_Sec-dependent_nitrous-oxide_reductase__Thermoanaerobaculia_bacterium__MXP9825469.1_Sec-dependent_nitrous-oxide_reductase__Thermoanaerobaculia_bacterium_,cladeII
1961108.X6D46_03480,cladeII
MXP7756720.1_Sec-dependent_nitrous-oxide_reductase__Thermoanaerobaculia_bacterium__NLN11682.1_Sec-dependent_nitrous-oxide_reductase__Acidobacteriota_bacterium__MXP7814245.1_Sec-dependent_nitrous-oxide_reductase__Thermoanaerobaculia_bacterium__HPA96446.1_,cladeII
MDI9630559.1_Sec-dependent_nitrous-oxide_reductase__Acidobacteriota_bacterium__XQC40564.1_MAG__Nitrous-oxide_reductase_precursor__Acidobacteria_bacterium_ADurb.Xin051_,cladeII
HXX24207.1_Sec-dependent_nitrous-oxide_reductase__Candidatus_Krumholzibacteria_bacterium__HPD70231.1_Sec-dependent_nitrous-oxide_reductase__Candidatus_Krumholzibacteria_bacterium__HRY40069.1_Sec-dependent_nitrous-oxide_reductase__Candidatus_Krumholzibact,cladeII
MXK6900470.1_Sec-dependent_nitrous-oxide_reductase__bacterium_,cladeII
MXK9303947.1_Sec-dependent_nitrous-oxide_reductase__bacterium_,cladeII
MXM4117778.1_Sec-dependent_nitrous-oxide_reductase__bacterium_,cladeII
MXM4130832.1_Sec-dependent_nitrous-oxide_reductase__bacterium_,cladeII
MXK8232754.1_Sec-dependent_nitrous-oxide_reductase__Candidatus_Eisenbacteria_bacterium_,cladeII
MXK8166626.1_Sec-dependent_nitrous-oxide_reductase__bacterium_,cladeII
MXK7047204.1_Sec-dependent_nitrous-oxide_reductase__bacterium_,cladeII
MXK7670532.1_Sec-dependent_nitrous-oxide_reductase__bacterium_,cladeII
MXK7188667.1_Sec-dependent_nitrous-oxide_reductase__bacterium_,cladeII
MXK9471197.1_Sec-dependent_nitrous-oxide_reductase__bacterium_,cladeII
MXK9776585.1_Sec-dependent_nitrous-oxide_reductase__bacterium_,cladeII
QQR90351.1_MAG__Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
GIW73098.1_MAG__hypothetical_protein_KatS3mg102_2640__Planctomycetota_bacterium_,cladeII
MCX9918365.1_Sec-dependent_nitrous-oxide_reductase__Planctomycetota_bacterium_,cladeII
MCX9871513.1_Sec-dependent_nitrous-oxide_reductase__Planctomycetota_bacterium_,cladeII
MCX6805772.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MDH3200409.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium__MDH3483706.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MDH3625341.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MDH4281335.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
HSN82556.1_Sec-dependent_nitrous-oxide_reductase__Polyangiales_bacterium_,cladeII
1703407.AMX62_11880,cladeII
KPK54210.1_MAG__cytochrome_C__Myxococcales_bacterium_SG8_38_1_,cladeII
MXW2509952.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
XCF48795.1_MAG__Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
HET6417360.1_Sec-dependent_nitrous-oxide_reductase__Polyangiales_bacterium_,cladeII
MDH3654857.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MXT8450844.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium__NND27737.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium__MXT8466173.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium__MXT8483219.1_S,cladeII
MXW1755363.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium__MXW2587253.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MXW2380513.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium__MXW2628563.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
RLX50872.1_MAG__Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MXW2188751.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium__MXW2402689.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
WP_324590630.1_Sec-dependent_nitrous-oxide_reductase__Accumulibacter_sp.__HNN83418.1_Sec-dependent_nitrous-oxide_reductase__Accumulibacter_sp._,cladeII
HMX39844.1_Sec-dependent_nitrous-oxide_reductase__Pseudomonadota_bacterium_,cladeII
HNN51443.1_Sec-dependent_nitrous-oxide_reductase__Pseudomonadota_bacterium_,cladeII
HND09205.1_Sec-dependent_nitrous-oxide_reductase__Pseudomonadota_bacterium_,cladeII
NXN13059.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MCC6672048.1_Sec-dependent_nitrous-oxide_reductase__Planctomycetota_bacterium_,cladeII
MXI5853081.1_Sec-dependent_nitrous-oxide_reductase__Planctomycetota_bacterium_,cladeII
MCC6785850.1_Sec-dependent_nitrous-oxide_reductase__Planctomycetota_bacterium_,cladeII
MCC6750141.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MCC6621680.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MXL8786290.1_Sec-dependent_nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MXE7449807.1_Sec-dependent_nitrous-oxide_reductase__Kofleriaceae_bacterium__MCL4228036.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MXX0231489.1_Sec-dependent_nitrous-oxide_reductase__Kofleriaceae_bacterium_,cladeII
MXK9035783.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MXL8627728.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MXK7073199.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium__MXK7194043.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium__MXP6846069.1_Sec-dependent_nitrous-oxide_reductase__Kofleriaceae_bacterium_,cladeII
HEX0035812.1_Sec-dependent_nitrous-oxide_reductase__Kofleriaceae_bacterium_,cladeII
MXL9012921.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MXL0216179.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
MXS1118290.1_Nitrous-oxide_reductase__Deltaproteobacteria_bacterium_,cladeII
MXP6629218.1_Sec-dependent_nitrous-oxide_reductase__Kofleriaceae_bacterium__MXP6836499.1_Sec-dependent_nitrous-oxide_reductase__Kofleriaceae_bacterium__MXP9205168.1_Sec-dependent_nitrous-oxide_reductase__Kofleriaceae_bacterium_,cladeII
HRC55207.1_Sec-dependent_nitrous-oxide_reductase__Kofleriaceae_bacterium_,cladeII
MXK7537119.1_Sec-dependent_nitrous-oxide_reductase__Myxococcales_bacterium_,cladeII
HWV38084.1_Sec-dependent_nitrous-oxide_reductase__Vulgatibacter_sp._,cladeII
